T35,2024-12-14 03:12:44.647352,2024-12-14 03:12:39.882910
T36,2024-12-14 03:12:45.758418,2024-12-14 03:12:39.882910
T37,2024-12-14 03:12:46.873761,2024-12-14 03:12:39.882910
T38,2024-12-14 03:12:47.991412,2024-12-14 03:12:39.882910
T39,2024-12-14 03:12:49.104930,2024-12-14 03:12:39.882910
T40,2024-12-14 03:12:50.217621,2024-12-14 03:12:39.882910
T41,2024-12-14 03:12:51.331783,2024-12-14 03:12:39.882910
T42,2024-12-14 03:12:52.445233,2024-12-14 03:12:39.882910
T43,2024-12-14 03:12:53.560647,2024-12-14 03:12:39.882910
T44,2024-12-14 03:12:54.677731,2024-12-14 03:12:39.882910
T45,2024-12-14 03:12:55.792245,2024-12-14 03:12:39.882910
T46,2024-12-14 03:12:56.904191,2024-12-14 03:12:39.882910
T47,2024-12-14 03:12:58.017240,2024-12-14 03:12:39.882910
T48,2024-12-14 03:12:59.131467,2024-12-14 03:12:39.882910
T49,2024-12-14 03:13:00.247065,2024-12-14 03:12:39.882910
T50,2024-12-14 03:13:01.362517,2024-12-14 03:12:39.882910
T51,2024-12-14 03:13:02.478937,2024-12-14 03:12:39.882910
T52,2024-12-14 03:13:03.595039,2024-12-14 03:12:39.882910
T53,2024-12-14 03:13:04.708139,2024-12-14 03:12:39.882910
T54,2024-12-14 03:13:05.822165,2024-12-14 03:12:39.882910
T55,2024-12-14 03:13:06.939695,2024-12-14 03:12:39.882910
T56,2024-12-14 03:13:08.056519,2024-12-14 03:12:39.882910
T57,2024-12-14 03:13:09.170212,2024-12-14 03:12:39.882910
T58,2024-12-14 03:13:10.286599,2024-12-14 03:12:39.882910
T59,2024-12-14 03:13:11.404500,2024-12-14 03:12:39.882910
T60,2024-12-14 03:13:12.520240,2024-12-14 03:12:39.882910
T61,2024-12-14 03:13:13.637812,2024-12-14 03:12:39.882910
T62,2024-12-14 03:13:14.754252,2024-12-14 03:12:39.882910
T63,2024-12-14 03:13:15.869668,2024-12-14 03:12:39.882910
T64,2024-12-14 03:13:16.984883,2024-12-14 03:12:39.882910
T65,2024-12-14 03:13:18.100045,2024-12-14 03:12:39.882910
T66,2024-12-14 03:13:19.215002,2024-12-14 03:12:39.882910
T67,2024-12-14 03:13:20.328765,2024-12-14 03:12:39.882910
T68,2024-12-14 03:13:21.442830,2024-12-14 03:12:39.882910
T69,2024-12-14 03:13:22.561518,2024-12-14 03:12:39.882910
T70,2024-12-14 03:13:23.678312,2024-12-14 03:12:39.882910
T71,2024-12-14 03:13:24.792959,2024-12-14 03:12:39.882910
T72,2024-12-14 03:13:25.907696,2024-12-14 03:12:39.882910
T73,2024-12-14 03:13:27.019619,2024-12-14 03:12:39.882910
T74,2024-12-14 03:13:28.131351,2024-12-14 03:12:39.882910
T75,2024-12-14 03:13:29.245806,2024-12-14 03:12:39.882910
T76,2024-12-14 03:13:30.360951,2024-12-14 03:12:39.882910
T77,2024-12-14 03:13:31.475728,2024-12-14 03:12:39.882910
T78,2024-12-14 03:13:32.589908,2024-12-14 03:12:39.882910
T79,2024-12-14 03:13:33.707668,2024-12-14 03:12:39.882910
T80,2024-12-14 03:13:34.821924,2024-12-14 03:12:39.882910
T81,2024-12-14 03:15:10.169963,2024-12-14 03:15:09.926126
T82,2024-12-14 03:15:11.286670,2024-12-14 03:15:09.926126
T83,2024-12-14 03:15:12.399292,2024-12-14 03:15:09.926126
T84,2024-12-14 03:15:13.511782,2024-12-14 03:15:09.926126
T85,2024-12-14 03:15:14.626187,2024-12-14 03:15:09.926126
T86,2024-12-14 03:15:15.741783,2024-12-14 03:15:09.926126
T87,2024-12-14 03:15:16.856819,2024-12-14 03:15:09.926126
T88,2024-12-14 03:15:17.973651,2024-12-14 03:15:09.926126
T89,2024-12-14 03:15:19.087605,2024-12-14 03:15:09.926126
T90,2024-12-14 03:15:20.202738,2024-12-14 03:15:09.926126
T91,2024-12-14 03:15:21.319137,2024-12-14 03:15:09.926126
T92,2024-12-14 03:15:22.435050,2024-12-14 03:15:09.926126
T93,2024-12-14 03:15:23.551014,2024-12-14 03:15:09.926126
T94,2024-12-14 03:15:24.664074,2024-12-14 03:15:09.926126
T95,2024-12-14 03:15:25.780376,2024-12-14 03:15:09.926126
T96,2024-12-14 03:15:26.897600,2024-12-14 03:15:09.926126
T97,2024-12-14 03:15:28.013430,2024-12-14 03:15:09.926126
T98,2024-12-14 03:15:29.128921,2024-12-14 03:15:09.926126
T99,2024-12-14 03:15:30.245189,2024-12-14 03:15:09.926126
T100,2024-12-14 03:15:31.361362,2024-12-14 03:15:09.926126
T101,2024-12-14 03:15:32.476734,2024-12-14 03:15:09.926126
T102,2024-12-14 03:15:33.594645,2024-12-14 03:15:09.926126
T103,2024-12-14 03:15:34.711422,2024-12-14 03:15:09.926126
T104,2024-12-14 03:15:35.827621,2024-12-14 03:15:09.926126
T105,2024-12-14 03:15:36.943823,2024-12-14 03:15:09.926126
T106,2024-12-14 03:15:38.060891,2024-12-14 03:15:09.926126
T107,2024-12-14 03:15:39.175855,2024-12-14 03:15:09.926126
T108,2024-12-14 03:15:40.291648,2024-12-14 03:15:09.926126
T109,2024-12-14 03:15:41.413047,2024-12-14 03:15:09.926126
T110,2024-12-14 03:15:42.527158,2024-12-14 03:15:09.926126
T111,2024-12-14 03:15:43.640552,2024-12-14 03:15:09.926126
T112,2024-12-14 03:15:44.756807,2024-12-14 03:15:09.926126
T113,2024-12-14 03:15:45.871831,2024-12-14 03:15:09.926126
T114,2024-12-14 03:15:46.986366,2024-12-14 03:15:09.926126
T115,2024-12-14 03:15:48.097717,2024-12-14 03:15:09.926126
T116,2024-12-14 03:15:49.210865,2024-12-14 03:15:09.926126
T117,2024-12-14 03:15:50.324442,2024-12-14 03:15:09.926126
T118,2024-12-14 03:15:51.435726,2024-12-14 03:15:09.926126
T119,2024-12-14 03:15:52.547844,2024-12-14 03:15:09.926126
T120,2024-12-14 03:15:53.664748,2024-12-14 03:15:09.926126
T121,2024-12-14 03:15:54.781015,2024-12-14 03:15:09.926126
T122,2024-12-14 03:15:55.897041,2024-12-14 03:15:09.926126
T123,2024-12-14 03:15:57.014015,2024-12-14 03:15:09.926126
T124,2024-12-14 03:15:58.130815,2024-12-14 03:15:09.926126
T125,2024-12-14 03:15:59.247225,2024-12-14 03:15:09.926126
T126,2024-12-14 03:16:00.363889,2024-12-14 03:15:09.926126
T127,2024-12-14 03:16:01.479696,2024-12-14 03:15:09.926126
T128,2024-12-14 03:16:02.595843,2024-12-14 03:15:09.926126
T129,2024-12-14 03:16:03.713597,2024-12-14 03:15:09.926126
T130,2024-12-14 03:16:04.829595,2024-12-14 03:15:09.926126
T131,2024-12-14 03:16:05.945852,2024-12-14 03:15:09.926126
T132,2024-12-14 03:16:07.061836,2024-12-14 03:15:09.926126
T133,2024-12-14 03:16:08.177810,2024-12-14 03:15:09.926126
T134,2024-12-14 03:16:09.294410,2024-12-14 03:15:09.926126
T135,2024-12-14 03:16:10.408183,2024-12-14 03:15:09.926126
T136,2024-12-14 03:16:11.520079,2024-12-14 03:15:09.926126
T137,2024-12-14 03:16:12.632384,2024-12-14 03:15:09.926126
T138,2024-12-14 03:16:13.746819,2024-12-14 03:15:09.926126
T139,2024-12-14 03:16:14.863245,2024-12-14 03:15:09.926126
T140,2024-12-14 03:16:15.978817,2024-12-14 03:15:09.926126
T141,2024-12-14 03:16:17.093546,2024-12-14 03:15:09.926126
T142,2024-12-14 03:16:18.209622,2024-12-14 03:15:09.926126
T143,2024-12-14 03:16:19.326271,2024-12-14 03:15:09.926126
T144,2024-12-14 03:16:20.442577,2024-12-14 03:15:09.926126
T145,2024-12-14 03:16:21.559294,2024-12-14 03:15:09.926126
T146,2024-12-14 03:16:22.676242,2024-12-14 03:15:09.926126
T147,2024-12-14 03:16:23.790769,2024-12-14 03:15:09.926126
T148,2024-12-14 03:16:24.907255,2024-12-14 03:15:09.926126
T149,2024-12-14 03:16:26.023202,2024-12-14 03:15:09.926126
T150,2024-12-14 03:16:27.136205,2024-12-14 03:15:09.926126
T151,2024-12-14 03:16:28.248941,2024-12-14 03:15:09.926126
T152,2024-12-14 03:16:29.363630,2024-12-14 03:15:09.926126
T153,2024-12-14 03:16:30.479357,2024-12-14 03:15:09.926126
T154,2024-12-14 03:16:31.597189,2024-12-14 03:15:09.926126
T155,2024-12-14 03:16:32.712943,2024-12-14 03:15:09.926126
T156,2024-12-14 03:16:33.829396,2024-12-14 03:15:09.926126
T157,2024-12-14 03:16:34.946638,2024-12-14 03:15:09.926126
T158,2024-12-14 03:16:36.063486,2024-12-14 03:15:09.926126
T159,2024-12-14 03:16:37.178272,2024-12-14 03:15:09.926126
T160,2024-12-14 03:16:38.292831,2024-12-14 03:15:09.926126
T161,2024-12-14 03:16:39.407873,2024-12-14 03:15:09.926126
T162,2024-12-14 03:16:40.524969,2024-12-14 03:15:09.926126
T163,2024-12-14 03:16:41.639685,2024-12-14 03:15:09.926126
T164,2024-12-14 03:16:42.755549,2024-12-14 03:15:09.926126
T165,2024-12-14 03:16:43.870337,2024-12-14 03:15:09.926126
T166,2024-12-14 03:16:44.986959,2024-12-14 03:15:09.926126
T167,2024-12-14 03:16:46.100643,2024-12-14 03:15:09.926126
T168,2024-12-14 03:16:47.218137,2024-12-14 03:15:09.926126
T169,2024-12-14 03:16:48.334167,2024-12-14 03:15:09.926126
T170,2024-12-14 03:16:49.450534,2024-12-14 03:15:09.926126
T171,2024-12-14 03:16:50.567349,2024-12-14 03:15:09.926126
T172,2024-12-14 03:16:51.683742,2024-12-14 03:15:09.926126
T173,2024-12-14 03:16:52.801917,2024-12-14 03:15:09.926126
T174,2024-12-14 03:16:53.917522,2024-12-14 03:15:09.926126
T175,2024-12-14 03:16:55.030829,2024-12-14 03:15:09.926126
T176,2024-12-14 03:16:56.143641,2024-12-14 03:15:09.926126
T177,2024-12-14 03:16:57.254539,2024-12-14 03:15:09.926126
T178,2024-12-14 03:16:58.370425,2024-12-14 03:15:09.926126
T179,2024-12-14 03:16:59.483421,2024-12-14 03:15:09.926126
T180,2024-12-14 03:17:00.594142,2024-12-14 03:15:09.926126
T181,2024-12-14 03:18:30.166512,2024-12-14 03:18:29.989585
T182,2024-12-14 03:18:31.276769,2024-12-14 03:18:29.989585
T183,2024-12-14 03:18:32.393194,2024-12-14 03:18:29.989585
T184,2024-12-14 03:18:33.509175,2024-12-14 03:18:29.989585
T185,2024-12-14 03:18:34.624057,2024-12-14 03:18:29.989585
T186,2024-12-14 03:18:35.737783,2024-12-14 03:18:29.989585
T187,2024-12-14 03:18:36.848160,2024-12-14 03:18:29.989585
T188,2024-12-14 03:18:37.962074,2024-12-14 03:18:29.989585
T189,2024-12-14 03:18:39.077193,2024-12-14 03:18:29.989585
T190,2024-12-14 03:18:40.193607,2024-12-14 03:18:29.989585
T191,2024-12-14 03:18:41.309415,2024-12-14 03:18:29.989585
T192,2024-12-14 03:18:42.423379,2024-12-14 03:18:29.989585
T193,2024-12-14 03:18:43.539312,2024-12-14 03:18:29.989585
T194,2024-12-14 03:18:44.654556,2024-12-14 03:18:29.989585
T195,2024-12-14 03:18:45.771328,2024-12-14 03:18:29.989585
T196,2024-12-14 03:18:46.885600,2024-12-14 03:18:29.989585
T197,2024-12-14 03:18:47.998955,2024-12-14 03:18:29.989585
T198,2024-12-14 03:18:49.111971,2024-12-14 03:18:29.989585
T199,2024-12-14 03:18:50.228727,2024-12-14 03:18:29.989585
T200,2024-12-14 03:18:51.341007,2024-12-14 03:18:29.989585
T201,2024-12-14 03:18:52.449753,2024-12-14 03:18:29.989585
T202,2024-12-14 03:18:53.563313,2024-12-14 03:18:29.989585
T203,2024-12-14 03:18:54.672097,2024-12-14 03:18:29.989585
T204,2024-12-14 03:18:55.780060,2024-12-14 03:18:29.989585
T205,2024-12-14 03:18:56.889887,2024-12-14 03:18:29.989585
T206,2024-12-14 03:18:58.002146,2024-12-14 03:18:29.989585
T207,2024-12-14 03:18:59.114936,2024-12-14 03:18:29.989585
T208,2024-12-14 03:19:00.225511,2024-12-14 03:18:29.989585
T209,2024-12-14 03:19:01.339499,2024-12-14 03:18:29.989585
T210,2024-12-14 03:19:02.447706,2024-12-14 03:18:29.989585
T211,2024-12-14 03:19:03.558115,2024-12-14 03:18:29.989585
T212,2024-12-14 03:19:04.669809,2024-12-14 03:18:29.989585
T213,2024-12-14 03:19:05.779748,2024-12-14 03:18:29.989585
T214,2024-12-14 03:19:06.891041,2024-12-14 03:18:29.989585
T215,2024-12-14 03:19:08.004407,2024-12-14 03:18:29.989585
T216,2024-12-14 03:19:09.118757,2024-12-14 03:18:29.989585
T217,2024-12-14 03:19:10.234966,2024-12-14 03:18:29.989585
T218,2024-12-14 03:19:11.350278,2024-12-14 03:18:29.989585
T219,2024-12-14 03:19:12.465411,2024-12-14 03:18:29.989585
T220,2024-12-14 03:19:13.581561,2024-12-14 03:18:29.989585
T221,2024-12-14 03:19:14.696331,2024-12-14 03:18:29.989585
T222,2024-12-14 03:19:15.812155,2024-12-14 03:18:29.989585
T223,2024-12-14 03:19:16.927753,2024-12-14 03:18:29.989585
T224,2024-12-14 03:19:18.043531,2024-12-14 03:18:29.989585
T225,2024-12-14 03:19:19.160273,2024-12-14 03:18:29.989585
T226,2024-12-14 03:19:20.273936,2024-12-14 03:18:29.989585
T227,2024-12-14 03:19:21.389970,2024-12-14 03:18:29.989585
T228,2024-12-14 03:19:22.505954,2024-12-14 03:18:29.989585
T229,2024-12-14 03:19:23.622240,2024-12-14 03:18:29.989585
T230,2024-12-14 03:19:24.764669,2024-12-14 03:18:29.989585
T231,2024-12-14 03:19:25.879666,2024-12-14 03:18:29.989585
T232,2024-12-14 03:19:26.995380,2024-12-14 03:18:29.989585
T233,2024-12-14 03:19:28.113414,2024-12-14 03:18:29.989585
T234,2024-12-14 03:19:29.230034,2024-12-14 03:18:29.989585
T235,2024-12-14 03:19:30.346257,2024-12-14 03:18:29.989585
T236,2024-12-14 03:19:31.462425,2024-12-14 03:18:29.989585
T237,2024-12-14 03:19:32.578708,2024-12-14 03:18:29.989585
T238,2024-12-14 03:19:33.693333,2024-12-14 03:18:29.989585
T239,2024-12-14 03:19:34.810401,2024-12-14 03:18:29.989585
T240,2024-12-14 03:19:35.927061,2024-12-14 03:18:29.989585
T241,2024-12-14 03:19:37.038330,2024-12-14 03:18:29.989585
T242,2024-12-14 03:19:38.151985,2024-12-14 03:18:29.989585
T243,2024-12-14 03:19:39.266978,2024-12-14 03:18:29.989585
T244,2024-12-14 03:19:40.378159,2024-12-14 03:18:29.989585
T245,2024-12-14 03:19:41.491568,2024-12-14 03:18:29.989585
T246,2024-12-14 03:19:42.602078,2024-12-14 03:18:29.989585
T247,2024-12-14 03:19:43.716969,2024-12-14 03:18:29.989585
T248,2024-12-14 03:19:44.832018,2024-12-14 03:18:29.989585
T249,2024-12-14 03:19:45.947211,2024-12-14 03:18:29.989585
T250,2024-12-14 03:19:47.064364,2024-12-14 03:18:29.989585
T251,2024-12-14 03:19:48.180328,2024-12-14 03:18:29.989585
T252,2024-12-14 03:19:49.295433,2024-12-14 03:18:29.989585
T253,2024-12-14 03:19:50.411857,2024-12-14 03:18:29.989585
T254,2024-12-14 03:19:51.525855,2024-12-14 03:18:29.989585
T255,2024-12-14 03:19:52.641879,2024-12-14 03:18:29.989585
T256,2024-12-14 03:19:53.758827,2024-12-14 03:18:29.989585
T257,2024-12-14 03:19:54.898159,2024-12-14 03:18:29.989585
T258,2024-12-14 03:19:56.008488,2024-12-14 03:18:29.989585
T259,2024-12-14 03:19:57.121845,2024-12-14 03:18:29.989585
T260,2024-12-14 03:19:58.237477,2024-12-14 03:18:29.989585
T261,2024-12-14 03:19:59.353236,2024-12-14 03:18:29.989585
T262,2024-12-14 03:20:00.468868,2024-12-14 03:18:29.989585
T263,2024-12-14 03:20:01.584610,2024-12-14 03:18:29.989585
T264,2024-12-14 03:20:02.699003,2024-12-14 03:18:29.989585
T265,2024-12-14 03:20:03.815080,2024-12-14 03:18:29.989585
T266,2024-12-14 03:20:04.931619,2024-12-14 03:18:29.989585
T267,2024-12-14 03:20:06.047606,2024-12-14 03:18:29.989585
T268,2024-12-14 03:20:07.161422,2024-12-14 03:18:29.989585
T269,2024-12-14 03:20:08.275810,2024-12-14 03:18:29.989585
T270,2024-12-14 03:20:09.390880,2024-12-14 03:18:29.989585
T271,2024-12-14 03:20:10.504196,2024-12-14 03:18:29.989585
T272,2024-12-14 03:20:11.621494,2024-12-14 03:18:29.989585
T273,2024-12-14 03:20:12.738371,2024-12-14 03:18:29.989585
T274,2024-12-14 03:20:13.853933,2024-12-14 03:18:29.989585
T275,2024-12-14 03:20:14.971150,2024-12-14 03:18:29.989585
T276,2024-12-14 03:20:16.087980,2024-12-14 03:18:29.989585
T277,2024-12-14 03:20:17.203595,2024-12-14 03:18:29.989585
T278,2024-12-14 03:20:18.318735,2024-12-14 03:18:29.989585
T279,2024-12-14 03:20:19.434579,2024-12-14 03:18:29.989585
T280,2024-12-14 03:20:20.551723,2024-12-14 03:18:29.989585
T281,2024-12-14 03:20:21.665700,2024-12-14 03:18:29.989585
T282,2024-12-14 03:20:22.780480,2024-12-14 03:18:29.989585
T283,2024-12-14 03:20:23.896681,2024-12-14 03:18:29.989585
T284,2024-12-14 03:20:25.011536,2024-12-14 03:18:29.989585
T285,2024-12-14 03:20:26.125531,2024-12-14 03:18:29.989585
T286,2024-12-14 03:20:27.241953,2024-12-14 03:18:29.989585
T287,2024-12-14 03:20:28.356089,2024-12-14 03:18:29.989585
T288,2024-12-14 03:20:29.469080,2024-12-14 03:18:29.989585
T289,2024-12-14 03:20:30.584019,2024-12-14 03:18:29.989585
T290,2024-12-14 03:20:31.700167,2024-12-14 03:18:29.989585
T291,2024-12-14 03:20:32.815571,2024-12-14 03:18:29.989585
T292,2024-12-14 03:20:33.930522,2024-12-14 03:18:29.989585
T293,2024-12-14 03:20:35.048825,2024-12-14 03:18:29.989585
T294,2024-12-14 03:20:36.165423,2024-12-14 03:18:29.989585
T295,2024-12-14 03:20:37.279943,2024-12-14 03:18:29.989585
T296,2024-12-14 03:20:38.396019,2024-12-14 03:18:29.989585
T297,2024-12-14 03:20:39.511110,2024-12-14 03:18:29.989585
T298,2024-12-14 03:20:40.628523,2024-12-14 03:18:29.989585
T299,2024-12-14 03:20:41.748909,2024-12-14 03:18:29.989585
T300,2024-12-14 03:20:42.865394,2024-12-14 03:18:29.989585
T301,2024-12-14 03:20:43.979006,2024-12-14 03:18:29.989585
T302,2024-12-14 03:20:45.091739,2024-12-14 03:18:29.989585
T303,2024-12-14 03:20:46.204205,2024-12-14 03:18:29.989585
T304,2024-12-14 03:20:47.313884,2024-12-14 03:18:29.989585
T305,2024-12-14 03:20:48.421539,2024-12-14 03:18:29.989585
T306,2024-12-14 03:20:49.529127,2024-12-14 03:18:29.989585
T307,2024-12-14 03:20:50.658030,2024-12-14 03:18:29.989585
T308,2024-12-14 03:20:51.772498,2024-12-14 03:18:29.989585
T309,2024-12-14 03:20:52.888963,2024-12-14 03:18:29.989585
T310,2024-12-14 03:20:54.001135,2024-12-14 03:18:29.989585
T311,2024-12-14 03:20:55.112435,2024-12-14 03:18:29.989585
T312,2024-12-14 03:20:56.230175,2024-12-14 03:18:29.989585
T313,2024-12-14 03:20:57.345432,2024-12-14 03:18:29.989585
T314,2024-12-14 03:20:58.462455,2024-12-14 03:18:29.989585
T315,2024-12-14 03:20:59.578852,2024-12-14 03:18:29.989585
T316,2024-12-14 03:21:00.694399,2024-12-14 03:18:29.989585
T317,2024-12-14 03:21:01.810212,2024-12-14 03:18:29.989585
T318,2024-12-14 03:21:02.926252,2024-12-14 03:18:29.989585
T319,2024-12-14 03:21:04.042348,2024-12-14 03:18:29.989585
T320,2024-12-14 03:21:05.157230,2024-12-14 03:18:29.989585
T321,2024-12-14 03:21:06.271462,2024-12-14 03:18:29.989585
T322,2024-12-14 03:21:07.389792,2024-12-14 03:18:29.989585
T323,2024-12-14 03:21:08.506576,2024-12-14 03:18:29.989585
T324,2024-12-14 03:21:09.623296,2024-12-14 03:18:29.989585
T325,2024-12-14 03:21:10.740578,2024-12-14 03:18:29.989585
T326,2024-12-14 03:21:11.857626,2024-12-14 03:18:29.989585
T327,2024-12-14 03:21:12.974900,2024-12-14 03:18:29.989585
T328,2024-12-14 03:21:14.091993,2024-12-14 03:18:29.989585
T329,2024-12-14 03:21:15.205384,2024-12-14 03:18:29.989585
T330,2024-12-14 03:21:16.319267,2024-12-14 03:18:29.989585
T331,2024-12-14 03:21:17.436798,2024-12-14 03:18:29.989585
T332,2024-12-14 03:21:18.554415,2024-12-14 03:18:29.989585
T333,2024-12-14 03:21:19.668478,2024-12-14 03:18:29.989585
T334,2024-12-14 03:21:20.780779,2024-12-14 03:18:29.989585
T335,2024-12-14 03:21:21.894797,2024-12-14 03:18:29.989585
T336,2024-12-14 03:21:23.010719,2024-12-14 03:18:29.989585
T337,2024-12-14 03:21:24.127227,2024-12-14 03:18:29.989585
T338,2024-12-14 03:21:25.237746,2024-12-14 03:18:29.989585
T339,2024-12-14 03:21:26.347760,2024-12-14 03:18:29.989585
T340,2024-12-14 03:21:27.462277,2024-12-14 03:18:29.989585
T341,2024-12-14 03:21:28.579515,2024-12-14 03:18:29.989585
T342,2024-12-14 03:21:29.697062,2024-12-14 03:18:29.989585
T343,2024-12-14 03:21:30.812632,2024-12-14 03:18:29.989585
T344,2024-12-14 03:21:31.924044,2024-12-14 03:18:29.989585
T345,2024-12-14 03:21:33.036432,2024-12-14 03:18:29.989585
T346,2024-12-14 03:21:34.152270,2024-12-14 03:18:29.989585
T347,2024-12-14 03:21:35.266263,2024-12-14 03:18:29.989585
T348,2024-12-14 03:21:36.382164,2024-12-14 03:18:29.989585
T349,2024-12-14 03:21:37.497319,2024-12-14 03:18:29.989585
T350,2024-12-14 03:21:38.613900,2024-12-14 03:18:29.989585
T351,2024-12-14 03:21:39.728750,2024-12-14 03:18:29.989585
T352,2024-12-14 03:21:40.844786,2024-12-14 03:18:29.989585
T353,2024-12-14 03:21:41.961981,2024-12-14 03:18:29.989585
T354,2024-12-14 03:21:43.078861,2024-12-14 03:18:29.989585
T355,2024-12-14 03:21:44.191096,2024-12-14 03:18:29.989585
T356,2024-12-14 03:21:45.304283,2024-12-14 03:18:29.989585
T357,2024-12-14 03:21:46.419753,2024-12-14 03:18:29.989585
T358,2024-12-14 03:21:47.536397,2024-12-14 03:18:29.989585
T359,2024-12-14 03:21:48.651618,2024-12-14 03:18:29.989585
T360,2024-12-14 03:21:49.766314,2024-12-14 03:18:29.989585
T361,2024-12-14 03:21:50.881498,2024-12-14 03:18:29.989585
T362,2024-12-14 03:21:51.995891,2024-12-14 03:18:29.989585
T363,2024-12-14 03:21:53.110147,2024-12-14 03:18:29.989585
T364,2024-12-14 03:21:54.224328,2024-12-14 03:18:29.989585
T365,2024-12-14 03:21:55.336740,2024-12-14 03:18:29.989585
T366,2024-12-14 03:21:56.449253,2024-12-14 03:18:29.989585
T367,2024-12-14 03:21:57.563157,2024-12-14 03:18:29.989585
T368,2024-12-14 03:21:58.679074,2024-12-14 03:18:29.989585
T369,2024-12-14 03:21:59.794126,2024-12-14 03:18:29.989585
T370,2024-12-14 03:22:00.908323,2024-12-14 03:18:29.989585
T371,2024-12-14 03:22:02.022315,2024-12-14 03:18:29.989585
T372,2024-12-14 03:22:03.136513,2024-12-14 03:18:29.989585
T373,2024-12-14 03:22:04.250685,2024-12-14 03:18:29.989585
T374,2024-12-14 03:22:05.365533,2024-12-14 03:18:29.989585
T375,2024-12-14 03:22:06.480618,2024-12-14 03:18:29.989585
T376,2024-12-14 03:22:07.595297,2024-12-14 03:18:29.989585
T377,2024-12-14 03:22:08.710324,2024-12-14 03:18:29.989585
T378,2024-12-14 03:22:09.827309,2024-12-14 03:18:29.989585
T379,2024-12-14 03:22:10.944572,2024-12-14 03:18:29.989585
T380,2024-12-14 03:22:12.061041,2024-12-14 03:18:29.989585
T2,2024-12-14 03:44:16.296023,2024-12-14 03:44:16.146487
T3,2024-12-14 03:44:17.502760,2024-12-14 03:44:16.146487
T4,2024-12-14 03:44:18.724479,2024-12-14 03:44:16.146487
T2,2024-12-14 03:46:05.052494,2024-12-14 03:46:04.860067
T3,2024-12-14 03:46:06.167077,2024-12-14 03:46:04.860067
T4,2024-12-14 03:46:07.378742,2024-12-14 03:46:04.860067
T1,2024-12-14 03:48:03.337720,2024-12-14 03:48:03.146914
T2,2024-12-14 03:48:04.455655,2024-12-14 03:48:03.146914
T3,2024-12-14 03:48:05.507349,2024-12-14 03:48:03.146914
T4,2024-12-14 03:48:06.681160,2024-12-14 03:48:03.146914
